BusinessEntityID,TotalPurchaseYTD,DateFirstPurchase,BirthDate,AgeGroup,MaritalStatus,YearlyIncome,IncomeGroup,Gender,TotalChildren,ParentalStatus,NumberChildrenAtHome,Education,Occupation,EducationSegment,HomeOwnerFlag,NumberCarsOwned,OwnsAcar
2711,2471.99,2004-06-19 00:00:00.000,1972-06-13 00:00:00.000,46-55,S,50001-75000,Medium Income,F,2,TRUE,0,Graduate Degree,Professional,"Highly Educated ",1,0,FALSE
2712,13.99,2004-05-05 00:00:00.000,1964-09-20 00:00:00.000,56-65,S,greater than 100000,Highest Income,F,2,TRUE,2,Graduate Degree,Management,"Highly Educated ",0,2,TRUE
2713,2330.08,2003-12-09 00:00:00.000,1968-11-16 00:00:00.000,56-65,S,75001-100000,High Income,F,2,TRUE,0,"Bachelors ",Management,Educated,0,3,TRUE
2714,-27.02,2003-09-03 00:00:00.000,1963-04-07 00:00:00.000,56-65,S,0-25000,Least Income,M,3,TRUE,3,High School,Manual,Least Educated,1,2,TRUE
2715,505.00,2004-05-30 00:00:00.000,1966-11-18 00:00:00.000,56-65,S,25001-50000,Low Income,M,1,TRUE,1,"Bachelors ",Clerical,Educated,0,1,TRUE
2716,34.30,2004-07-15 00:00:00.000,1964-02-18 00:00:00.000,56-65,M,50001-75000,Medium Income,F,5,TRUE,5,"Bachelors ",Skilled Manual,Educated,1,3,TRUE
2717,-115.01,2003-10-10 00:00:00.000,1957-02-27 00:00:00.000,66+,M,50001-75000,Medium Income,F,2,TRUE,0,High School,Professional,Least Educated,0,2,TRUE
2718,32.69,2004-01-05 00:00:00.000,1965-08-14 00:00:00.000,56-65,M,50001-75000,Medium Income,M,3,TRUE,3,"Bachelors ",Professional,Educated,1,1,TRUE
2719,-1322.86,2003-01-20 00:00:00.000,1968-07-05 00:00:00.000,56-65,M,50001-75000,Medium Income,M,2,TRUE,2,"Bachelors ",Professional,Educated,1,1,TRUE
2720,1085.50,2004-04-01 00:00:00.000,1973-03-11 00:00:00.000,46-55,M,25001-50000,Low Income,F,1,TRUE,1,"Bachelors ",Skilled Manual,Educated,1,0,FALSE
2721,-39.01,2004-02-10 00:00:00.000,1971-11-12 00:00:00.000,46-55,S,25001-50000,Low Income,M,2,TRUE,2,Partial College,Clerical,Least Educated,1,1,TRUE
2722,-1877.28,2002-01-15 00:00:00.000,1963-06-05 00:00:00.000,56-65,S,50001-75000,Medium Income,M,3,TRUE,2,"Bachelors ",Professional,Educated,0,2,TRUE
2723,498.98,2004-06-11 00:00:00.000,1973-03-26 00:00:00.000,46-55,S,50001-75000,Medium Income,F,0,FALSE,0,Partial College,Skilled Manual,Least Educated,0,2,TRUE
2724,113.97,2003-11-11 00:00:00.000,1970-05-23 00:00:00.000,46-55,M,50001-75000,Medium Income,F,1,TRUE,0,Graduate Degree,Professional,"Highly Educated ",1,0,FALSE
2725,-30.00,2004-01-30 00:00:00.000,1943-01-24 00:00:00.000,66+,M,0-25000,Least Income,F,2,TRUE,0,Partial College,Manual,Least Educated,1,0,FALSE
2726,1079.49,2002-12-24 00:00:00.000,1961-11-15 00:00:00.000,56-65,M,25001-50000,Low Income,M,4,TRUE,0,Graduate Degree,Clerical,"Highly Educated ",1,0,FALSE
2727,2370.48,2004-06-28 00:00:00.000,1961-12-28 00:00:00.000,56-65,S,greater than 100000,Highest Income,M,1,TRUE,3,"Bachelors ",Management,Educated,1,3,TRUE
2728,-69.99,2003-12-10 00:00:00.000,1973-09-13 00:00:00.000,46-55,M,25001-50000,Low Income,F,1,TRUE,0,Graduate Degree,Skilled Manual,"Highly Educated ",1,0,FALSE
2729,62.98,2004-01-23 00:00:00.000,1960-05-20 00:00:00.000,56-65,M,greater than 100000,Highest Income,F,3,TRUE,3,Partial College,Professional,Least Educated,1,4,TRUE
2730,-13.01,2004-02-15 00:00:00.000,1944-10-08 00:00:00.000,66+,S,50001-75000,Medium Income,F,4,TRUE,0,"Bachelors ",Management,Educated,0,2,TRUE
2731,-2319.99,2002-03-28 00:00:00.000,1940-07-25 00:00:00.000,66+,S,75001-100000,High Income,M,5,TRUE,0,"Bachelors ",Management,Educated,1,2,TRUE
2732,-2071.4192,2002-12-24 00:00:00.000,1963-07-11 00:00:00.000,56-65,M,50001-75000,Medium Income,F,3,TRUE,2,Graduate Degree,Professional,"Highly Educated ",1,0,FALSE
2733,1210.85,2003-09-27 00:00:00.000,1962-07-06 00:00:00.000,56-65,S,25001-50000,Low Income,M,5,TRUE,0,Graduate Degree,Clerical,"Highly Educated ",1,0,FALSE
2734,114.27,2003-10-31 00:00:00.000,1973-09-04 00:00:00.000,46-55,S,25001-50000,Low Income,F,0,FALSE,0,Graduate Degree,Skilled Manual,"Highly Educated ",1,0,FALSE
2735,505.00,2004-03-21 00:00:00.000,1969-11-10 00:00:00.000,46-55,M,50001-75000,Medium Income,M,5,TRUE,0,Graduate Degree,Professional,"Highly Educated ",0,0,FALSE
2736,519.99,2004-05-08 00:00:00.000,1961-07-08 00:00:00.000,56-65,M,25001-50000,Low Income,F,4,TRUE,2,High School,Skilled Manual,Least Educated,1,2,TRUE
2737,-742.3482,2002-10-22 00:00:00.000,1965-06-26 00:00:00.000,56-65,S,25001-50000,Low Income,F,3,TRUE,3,"Bachelors ",Skilled Manual,Educated,1,2,TRUE
2738,-8.00,2004-03-07 00:00:00.000,1980-11-15 00:00:00.000,36-45,S,25001-50000,Low Income,M,0,FALSE,0,High School,Skilled Manual,Least Educated,0,2,TRUE
2739,2435.40,2004-01-20 00:00:00.000,1978-06-25 00:00:00.000,46-55,S,25001-50000,Low Income,F,0,FALSE,0,High School,Skilled Manual,Least Educated,0,2,TRUE
2740,-919.6164,2002-12-22 00:00:00.000,1972-12-22 00:00:00.000,46-55,M,25001-50000,Low Income,M,1,TRUE,1,"Bachelors ",Skilled Manual,Educated,1,1,TRUE
2741,-5.01,2004-02-01 00:00:00.000,1967-04-14 00:00:00.000,56-65,M,0-25000,Least Income,M,1,TRUE,1,Partial College,Manual,Least Educated,1,1,TRUE
2742,5.00,2003-09-09 00:00:00.000,1968-01-14 00:00:00.000,56-65,M,0-25000,Least Income,M,1,TRUE,1,Partial College,Manual,Least Educated,1,1,TRUE
2743,2586.465,2002-12-12 00:00:00.000,1969-06-13 00:00:00.000,46-55,M,25001-50000,Low Income,M,0,FALSE,0,Graduate Degree,Clerical,"Highly Educated ",1,0,FALSE
2744,1730.49,2003-07-29 00:00:00.000,1964-04-15 00:00:00.000,56-65,M,25001-50000,Low Income,M,1,TRUE,0,"Bachelors ",Skilled Manual,Educated,0,0,FALSE
2745,30.58,2003-08-31 00:00:00.000,1978-10-13 00:00:00.000,46-55,M,0-25000,Least Income,M,0,FALSE,0,Partial College,Manual,Least Educated,0,1,TRUE
2746,-31.00,2003-08-16 00:00:00.000,1954-11-12 00:00:00.000,66+,M,greater than 100000,Highest Income,F,3,TRUE,4,High School,Professional,Least Educated,1,4,TRUE
2747,498.98,2004-03-17 00:00:00.000,1963-11-12 00:00:00.000,56-65,S,25001-50000,Low Income,M,2,TRUE,2,Partial College,Clerical,Least Educated,1,0,FALSE
2748,-2.39,2003-12-22 00:00:00.000,1961-03-05 00:00:00.000,56-65,M,75001-100000,High Income,F,4,TRUE,3,High School,Professional,Least Educated,1,2,TRUE
2749,-4.99,2004-03-02 00:00:00.000,1955-08-15 00:00:00.000,66+,M,50001-75000,Medium Income,F,2,TRUE,0,High School,Professional,Least Educated,0,2,TRUE
2750,-3578.27,2002-03-25 00:00:00.000,1961-11-16 00:00:00.000,56-65,S,50001-75000,Medium Income,M,1,TRUE,0,Partial College,Skilled Manual,Least Educated,1,1,TRUE
2751,-50.00,2004-05-30 00:00:00.000,1954-11-09 00:00:00.000,66+,M,50001-75000,Medium Income,F,3,TRUE,1,High School,Professional,Least Educated,1,0,FALSE
2752,-2.29,2003-12-29 00:00:00.000,1978-02-11 00:00:00.000,46-55,M,25001-50000,Low Income,F,0,FALSE,0,Partial College,Skilled Manual,Least Educated,1,1,TRUE
2753,563.18,2003-10-05 00:00:00.000,1968-12-05 00:00:00.000,56-65,M,25001-50000,Low Income,F,1,TRUE,0,"Bachelors ",Clerical,Educated,1,0,FALSE
2754,-0.67,2004-04-29 00:00:00.000,1968-02-02 00:00:00.000,56-65,S,0-25000,Least Income,M,1,TRUE,1,Partial College,Manual,Least Educated,0,0,FALSE
2755,8.98,2004-03-29 00:00:00.000,1965-04-03 00:00:00.000,56-65,S,0-25000,Least Income,F,4,TRUE,3,Partial High School,Manual,Least Educated,1,2,TRUE
2756,499.98,2004-02-05 00:00:00.000,1964-04-04 00:00:00.000,56-65,S,0-25000,Least Income,M,3,TRUE,3,High School,Manual,Least Educated,1,1,TRUE
2757,2363.06,2003-11-18 00:00:00.000,1956-04-25 00:00:00.000,66+,M,50001-75000,Medium Income,F,3,TRUE,2,Partial College,Professional,Least Educated,1,0,FALSE
2758,2185.2625,2003-06-28 00:00:00.000,1961-06-03 00:00:00.000,56-65,M,greater than 100000,Highest Income,F,3,TRUE,3,"Bachelors ",Management,Educated,1,3,TRUE
2759,-3578.27,2001-09-15 00:00:00.000,1978-11-19 00:00:00.000,46-55,M,50001-75000,Medium Income,F,0,FALSE,0,Partial College,Skilled Manual,Least Educated,1,2,TRUE
2760,-28.01,2004-02-15 00:00:00.000,1969-09-10 00:00:00.000,46-55,M,50001-75000,Medium Income,F,1,TRUE,0,Graduate Degree,Professional,"Highly Educated ",1,0,FALSE
2761,55.98,2003-11-29 00:00:00.000,1974-04-11 00:00:00.000,46-55,M,50001-75000,Medium Income,F,0,FALSE,0,Partial College,Professional,Least Educated,1,2,TRUE
2762,-28.99,2004-03-16 00:00:00.000,1974-11-08 00:00:00.000,46-55,S,25001-50000,Low Income,M,0,FALSE,0,Partial College,Clerical,Least Educated,1,1,TRUE
2763,-31.00,2004-03-04 00:00:00.000,1949-02-09 00:00:00.000,66+,M,25001-50000,Low Income,F,4,TRUE,0,High School,Professional,Least Educated,0,2,TRUE
2764,-30.00,2003-11-28 00:00:00.000,1964-10-06 00:00:00.000,56-65,M,greater than 100000,Highest Income,F,2,TRUE,2,Graduate Degree,Management,"Highly Educated ",1,3,TRUE
2765,19.20,2004-04-23 00:00:00.000,1965-08-18 00:00:00.000,56-65,S,0-25000,Least Income,M,2,TRUE,2,High School,Manual,Least Educated,1,1,TRUE
2766,-115.01,2003-09-08 00:00:00.000,1978-06-20 00:00:00.000,46-55,S,25001-50000,Low Income,F,0,FALSE,0,Partial College,Skilled Manual,Least Educated,0,1,TRUE
2767,-28.99,2004-06-13 00:00:00.000,1949-10-26 00:00:00.000,66+,M,25001-50000,Low Income,F,4,TRUE,0,High School,Professional,Least Educated,1,2,TRUE
2768,2.70,2003-10-14 00:00:00.000,1979-10-16 00:00:00.000,36-45,S,25001-50000,Low Income,F,0,FALSE,0,Partial College,Clerical,Least Educated,1,1,TRUE
2769,1651.00,2004-01-30 00:00:00.000,1970-12-23 00:00:00.000,46-55,M,25001-50000,Low Income,F,1,TRUE,1,"Bachelors ",Skilled Manual,Educated,1,0,FALSE
2770,-782.99,2003-01-23 00:00:00.000,1969-08-25 00:00:00.000,46-55,M,75001-100000,High Income,M,1,TRUE,0,Graduate Degree,Management,"Highly Educated ",0,0,FALSE
2771,-59.51,2004-05-01 00:00:00.000,1962-06-26 00:00:00.000,56-65,S,0-25000,Least Income,M,1,TRUE,0,Graduate Degree,Clerical,"Highly Educated ",1,0,FALSE
2772,150.385,2002-08-03 00:00:00.000,1948-09-17 00:00:00.000,66+,M,50001-75000,Medium Income,F,4,TRUE,1,Partial College,Professional,Least Educated,1,2,TRUE
2773,128.99,2004-05-04 00:00:00.000,1950-08-17 00:00:00.000,66+,M,75001-100000,High Income,F,3,TRUE,1,"Bachelors ",Management,Educated,1,1,TRUE
2774,421.3936,2002-05-24 00:00:00.000,1962-06-19 00:00:00.000,56-65,M,25001-50000,Low Income,M,1,TRUE,0,Partial College,Clerical,Least Educated,1,1,TRUE
2775,117.67,2004-02-07 00:00:00.000,1959-03-09 00:00:00.000,56-65,M,50001-75000,Medium Income,F,4,TRUE,3,"Bachelors ",Professional,Educated,0,1,TRUE
2776,-1236.30,2002-06-25 00:00:00.000,1966-03-04 00:00:00.000,56-65,S,50001-75000,Medium Income,F,0,FALSE,0,Graduate Degree,Skilled Manual,"Highly Educated ",1,0,FALSE
2777,-30.00,2004-06-28 00:00:00.000,1949-03-09 00:00:00.000,66+,M,25001-50000,Low Income,M,2,TRUE,1,High School,Professional,Least Educated,0,2,TRUE
2778,567.68,2001-11-07 00:00:00.000,1973-06-09 00:00:00.000,46-55,M,75001-100000,High Income,M,0,FALSE,0,"Bachelors ",Professional,Educated,0,3,TRUE
2779,47.09,2003-10-15 00:00:00.000,1965-09-08 00:00:00.000,56-65,M,50001-75000,Medium Income,F,0,FALSE,0,Graduate Degree,Professional,"Highly Educated ",1,1,TRUE
2780,-928.6064,2003-01-10 00:00:00.000,1975-06-13 00:00:00.000,46-55,S,25001-50000,Low Income,F,4,TRUE,4,Partial College,Clerical,Least Educated,1,1,TRUE
2781,-41.52,2004-06-30 00:00:00.000,1963-01-05 00:00:00.000,56-65,M,50001-75000,Medium Income,M,5,TRUE,5,"Bachelors ",Professional,Educated,1,3,TRUE
2782,-30.00,2003-11-14 00:00:00.000,1966-06-07 00:00:00.000,56-65,S,50001-75000,Medium Income,F,0,FALSE,0,Graduate Degree,Skilled Manual,"Highly Educated ",0,0,FALSE
2783,44.02,2004-04-25 00:00:00.000,1965-12-23 00:00:00.000,56-65,S,0-25000,Least Income,M,2,TRUE,2,High School,Manual,Least Educated,1,1,TRUE
2784,105.3836,2001-07-28 00:00:00.000,1970-11-12 00:00:00.000,46-55,M,25001-50000,Low Income,F,1,TRUE,1,"Bachelors ",Skilled Manual,Educated,1,0,FALSE
2785,518.98,2003-11-07 00:00:00.000,1970-03-17 00:00:00.000,46-55,S,0-25000,Least Income,M,0,FALSE,0,Partial College,Manual,Least Educated,1,1,TRUE
2786,22.70,2003-10-12 00:00:00.000,1977-09-25 00:00:00.000,46-55,S,25001-50000,Low Income,F,0,FALSE,0,Partial College,Skilled Manual,Least Educated,0,1,TRUE
2787,447.76,2004-05-05 00:00:00.000,1972-09-19 00:00:00.000,46-55,M,25001-50000,Low Income,F,1,TRUE,1,"Bachelors ",Skilled Manual,Educated,1,0,FALSE
2788,-32.01,2004-05-29 00:00:00.000,1967-05-24 00:00:00.000,56-65,M,25001-50000,Low Income,F,0,FALSE,0,"Bachelors ",Clerical,Educated,0,0,FALSE
2789,435.3736,2001-07-05 00:00:00.000,1957-08-08 00:00:00.000,66+,S,50001-75000,Medium Income,F,1,TRUE,0,Partial College,Skilled Manual,Least Educated,0,1,TRUE
2790,-30.00,2003-08-07 00:00:00.000,1978-06-09 00:00:00.000,46-55,M,25001-50000,Low Income,M,0,FALSE,0,Partial College,Skilled Manual,Least Educated,1,1,TRUE
2791,-53.99,2004-06-21 00:00:00.000,1949-12-17 00:00:00.000,66+,M,75001-100000,High Income,M,4,TRUE,1,High School,Management,Least Educated,1,3,TRUE
2792,32.69,2003-10-19 00:00:00.000,1940-09-11 00:00:00.000,66+,M,75001-100000,High Income,F,4,TRUE,0,Graduate Degree,Management,"Highly Educated ",1,2,TRUE
2793,-2181.565,2002-09-30 00:00:00.000,1978-04-02 00:00:00.000,46-55,S,25001-50000,Low Income,F,0,FALSE,0,High School,Skilled Manual,Least Educated,0,2,TRUE
2794,1651.00,2004-04-19 00:00:00.000,1971-09-22 00:00:00.000,46-55,M,50001-75000,Medium Income,F,1,TRUE,0,Graduate Degree,Professional,"Highly Educated ",1,0,FALSE
2795,-30.00,2004-03-10 00:00:00.000,1963-12-01 00:00:00.000,56-65,S,25001-50000,Low Income,M,3,TRUE,3,Partial College,Clerical,Least Educated,0,0,FALSE
2796,-1627.595,2003-01-10 00:00:00.000,1947-12-26 00:00:00.000,66+,M,25001-50000,Low Income,M,2,TRUE,0,Partial College,Clerical,Least Educated,0,2,TRUE
2797,1.60,2004-01-05 00:00:00.000,1947-07-02 00:00:00.000,66+,M,25001-50000,Low Income,F,2,TRUE,1,High School,Professional,Least Educated,1,1,TRUE
2798,559.1875,2003-01-26 00:00:00.000,1950-09-27 00:00:00.000,66+,M,0-25000,Least Income,M,2,TRUE,1,Partial High School,Clerical,Least Educated,1,2,TRUE
2799,-3578.27,2001-11-19 00:00:00.000,1959-10-18 00:00:00.000,56-65,S,25001-50000,Low Income,F,2,TRUE,0,Partial College,Clerical,Least Educated,0,1,TRUE
2800,-80.01,2003-09-04 00:00:00.000,1946-06-07 00:00:00.000,66+,M,50001-75000,Medium Income,M,5,TRUE,0,"Bachelors ",Management,Educated,1,3,TRUE
2801,2343.06,2001-12-28 00:00:00.000,1969-09-22 00:00:00.000,46-55,S,50001-75000,Medium Income,F,2,TRUE,0,Graduate Degree,Professional,"Highly Educated ",1,0,FALSE
2802,692.3618,2002-12-22 00:00:00.000,1967-02-11 00:00:00.000,56-65,S,25001-50000,Low Income,F,0,FALSE,0,Partial College,Skilled Manual,Least Educated,0,1,TRUE
2803,-17.50,2004-02-27 00:00:00.000,1980-06-12 00:00:00.000,36-45,M,25001-50000,Low Income,F,0,FALSE,0,High School,Skilled Manual,Least Educated,0,2,TRUE
2804,-1594.595,2002-12-03 00:00:00.000,1969-04-09 00:00:00.000,46-55,S,0-25000,Least Income,M,2,TRUE,2,High School,Manual,Least Educated,1,0,FALSE
2805,1085.50,2003-10-21 00:00:00.000,1956-03-03 00:00:00.000,66+,M,50001-75000,Medium Income,F,2,TRUE,0,High School,Professional,Least Educated,0,2,TRUE
2806,269.33,2003-08-03 00:00:00.000,1971-05-06 00:00:00.000,46-55,M,50001-75000,Medium Income,F,1,TRUE,1,Graduate Degree,Skilled Manual,"Highly Educated ",1,0,FALSE
2807,21.00,2004-04-01 00:00:00.000,1970-12-14 00:00:00.000,46-55,M,25001-50000,Low Income,M,2,TRUE,2,Partial College,Clerical,Least Educated,1,2,TRUE
2808,-4.99,2004-04-01 00:00:00.000,1976-05-04 00:00:00.000,46-55,M,25001-50000,Low Income,F,0,FALSE,0,High School,Skilled Manual,Least Educated,1,2,TRUE
2809,1651.00,2004-04-04 00:00:00.000,1974-08-11 00:00:00.000,46-55,S,50001-75000,Medium Income,F,0,FALSE,0,Partial College,Professional,Least Educated,0,2,TRUE
2810,5.00,2004-06-15 00:00:00.000,1963-11-17 00:00:00.000,56-65,M,50001-75000,Medium Income,M,4,TRUE,4,"Bachelors ",Professional,Educated,0,3,TRUE
2811,-31.00,2004-03-01 00:00:00.000,1964-02-06 00:00:00.000,56-65,S,25001-50000,Low Income,F,2,TRUE,2,Partial College,Clerical,Least Educated,1,2,TRUE
2812,-3374.99,2002-02-03 00:00:00.000,1975-12-18 00:00:00.000,46-55,S,25001-50000,Low Income,M,0,FALSE,0,Partial College,Clerical,Least Educated,0,1,TRUE
2813,-9.99,2003-11-27 00:00:00.000,1973-05-26 00:00:00.000,46-55,S,50001-75000,Medium Income,F,0,FALSE,0,Partial College,Skilled Manual,Least Educated,0,2,TRUE
2814,337.50,2002-10-01 00:00:00.000,1957-02-26 00:00:00.000,66+,M,50001-75000,Medium Income,F,1,TRUE,0,Partial College,Skilled Manual,Least Educated,1,1,TRUE
2815,2448.34,2003-08-11 00:00:00.000,1950-04-03 00:00:00.000,66+,M,greater than 100000,Highest Income,M,4,TRUE,5,High School,Management,Least Educated,1,3,TRUE
2816,150.45,2003-08-24 00:00:00.000,1970-02-08 00:00:00.000,46-55,M,50001-75000,Medium Income,F,1,TRUE,0,Graduate Degree,Professional,"Highly Educated ",1,0,FALSE
2817,46.69,2004-02-18 00:00:00.000,1957-04-04 00:00:00.000,66+,S,50001-75000,Medium Income,F,2,TRUE,0,High School,Professional,Least Educated,1,2,TRUE
2818,-1412.075,2002-12-30 00:00:00.000,1974-06-27 00:00:00.000,46-55,M,25001-50000,Low Income,M,1,TRUE,1,"Bachelors ",Skilled Manual,Educated,1,0,FALSE
2819,2410.75,2004-04-08 00:00:00.000,1952-03-12 00:00:00.000,66+,M,greater than 100000,Highest Income,M,4,TRUE,5,High School,Professional,Least Educated,1,3,TRUE
2820,1646.9975,2002-08-07 00:00:00.000,1943-11-22 00:00:00.000,66+,S,25001-50000,Low Income,M,2,TRUE,0,"Bachelors ",Management,Educated,1,2,TRUE
2821,559.19,2004-05-27 00:00:00.000,1969-05-01 00:00:00.000,46-55,S,50001-75000,Medium Income,F,2,TRUE,2,"Bachelors ",Skilled Manual,Educated,1,0,FALSE
2822,20.00,2004-02-05 00:00:00.000,1960-02-02 00:00:00.000,56-65,M,25001-50000,Low Income,F,3,TRUE,0,Graduate Degree,Clerical,"Highly Educated ",1,0,FALSE
2823,-28.61,2004-07-30 00:00:00.000,1971-12-27 00:00:00.000,46-55,M,50001-75000,Medium Income,F,1,TRUE,0,Graduate Degree,Skilled Manual,"Highly Educated ",1,0,FALSE
2824,-1134.92,2002-05-15 00:00:00.000,1958-02-10 00:00:00.000,66+,S,greater than 100000,Highest Income,M,0,FALSE,0,Graduate Degree,Management,"Highly Educated ",1,3,TRUE
2825,22.70,2004-07-16 00:00:00.000,1973-05-10 00:00:00.000,46-55,M,25001-50000,Low Income,F,1,TRUE,0,Graduate Degree,Skilled Manual,"Highly Educated ",1,0,FALSE
2826,69.28,2003-10-21 00:00:00.000,1968-11-16 00:00:00.000,56-65,M,75001-100000,High Income,M,5,TRUE,5,"Bachelors ",Professional,Educated,1,4,TRUE
2827,-4.99,2004-07-26 00:00:00.000,1958-09-25 00:00:00.000,66+,S,75001-100000,High Income,F,4,TRUE,0,Graduate Degree,Skilled Manual,"Highly Educated ",1,0,FALSE
2828,-5.00,2004-06-22 00:00:00.000,1973-07-25 00:00:00.000,46-55,M,25001-50000,Low Income,F,1,TRUE,0,Graduate Degree,Skilled Manual,"Highly Educated ",1,0,FALSE
2829,1666.00,2002-02-22 00:00:00.000,1961-01-17 00:00:00.000,56-65,M,50001-75000,Medium Income,M,1,TRUE,0,Partial College,Skilled Manual,Least Educated,1,1,TRUE
2830,-30.00,2003-09-23 00:00:00.000,1950-08-19 00:00:00.000,66+,S,50001-75000,Medium Income,F,2,TRUE,1,Partial College,Professional,Least Educated,1,2,TRUE
2831,-20.01,2004-04-13 00:00:00.000,1974-07-22 00:00:00.000,46-55,S,50001-75000,Medium Income,F,0,FALSE,0,Partial College,Professional,Least Educated,1,2,TRUE
2832,-0.01,2004-05-16 00:00:00.000,1951-07-27 00:00:00.000,66+,S,75001-100000,High Income,M,4,TRUE,2,High School,Professional,Least Educated,1,2,TRUE
2833,-471.585,2003-05-11 00:00:00.000,1943-12-07 00:00:00.000,66+,M,0-25000,Least Income,M,2,TRUE,0,Partial College,Manual,Least Educated,1,1,TRUE
2834,-4.99,2004-07-06 00:00:00.000,1970-05-13 00:00:00.000,46-55,M,50001-75000,Medium Income,F,2,TRUE,0,Graduate Degree,Professional,"Highly Educated ",1,0,FALSE
2835,-3578.27,2001-07-05 00:00:00.000,1953-11-10 00:00:00.000,66+,S,50001-75000,Medium Income,F,3,TRUE,1,Partial High School,Skilled Manual,Least Educated,0,3,TRUE
2836,-782.99,2002-07-10 00:00:00.000,1956-03-11 00:00:00.000,66+,S,75001-100000,High Income,M,2,TRUE,0,High School,Skilled Manual,Least Educated,1,2,TRUE
2837,515.50,2003-11-14 00:00:00.000,1955-11-27 00:00:00.000,66+,S,50001-75000,Medium Income,F,2,TRUE,0,High School,Professional,Least Educated,0,2,TRUE
2838,1482.7236,2002-12-24 00:00:00.000,1960-07-08 00:00:00.000,56-65,M,50001-75000,Medium Income,F,1,TRUE,0,Partial College,Skilled Manual,Least Educated,1,1,TRUE
2839,774.04,2003-08-24 00:00:00.000,1966-05-04 00:00:00.000,56-65,M,25001-50000,Low Income,M,1,TRUE,1,"Bachelors ",Skilled Manual,Educated,1,1,TRUE
2840,1727.6818,2001-07-23 00:00:00.000,1970-09-27 00:00:00.000,46-55,S,25001-50000,Low Income,M,0,FALSE,0,"Bachelors ",Clerical,Educated,1,0,FALSE
2841,519.98,2004-02-28 00:00:00.000,1957-08-17 00:00:00.000,66+,S,50001-75000,Medium Income,F,2,TRUE,1,Partial College,Professional,Least Educated,1,0,FALSE
2842,1723.69,2003-12-16 00:00:00.000,1976-02-26 00:00:00.000,46-55,M,50001-75000,Medium Income,F,0,FALSE,0,Partial College,Skilled Manual,Least Educated,1,1,TRUE
2843,19.20,2003-10-10 00:00:00.000,1971-11-06 00:00:00.000,46-55,M,0-25000,Least Income,M,0,FALSE,0,Partial High School,Manual,Least Educated,1,2,TRUE
2844,4634.53,2002-04-07 00:00:00.000,1964-02-18 00:00:00.000,56-65,M,50001-75000,Medium Income,M,4,TRUE,4,"Bachelors ",Professional,Educated,1,2,TRUE
2845,248.5708,2003-04-02 00:00:00.000,1967-12-14 00:00:00.000,56-65,S,75001-100000,High Income,M,0,FALSE,0,Graduate Degree,Management,"Highly Educated ",1,0,FALSE
2846,-4.99,2004-04-21 00:00:00.000,1963-11-13 00:00:00.000,56-65,M,greater than 100000,Highest Income,F,3,TRUE,2,"Bachelors ",Management,Educated,1,4,TRUE
2847,27.70,2004-01-15 00:00:00.000,1974-10-24 00:00:00.000,46-55,S,50001-75000,Medium Income,M,0,FALSE,0,Partial High School,Professional,Least Educated,0,4,TRUE
2848,802.18,2004-02-21 00:00:00.000,1956-03-16 00:00:00.000,66+,M,50001-75000,Medium Income,F,3,TRUE,0,Partial College,Professional,Least Educated,0,2,TRUE
2849,27.03,2003-11-05 00:00:00.000,1951-12-10 00:00:00.000,66+,M,50001-75000,Medium Income,F,2,TRUE,1,Partial College,Professional,Least Educated,1,1,TRUE
2850,-49.99,2004-02-14 00:00:00.000,1955-05-08 00:00:00.000,66+,S,0-25000,Least Income,F,3,TRUE,0,Partial High School,Clerical,Least Educated,1,2,TRUE
2851,1114.4775,2003-06-21 00:00:00.000,1975-08-15 00:00:00.000,46-55,M,50001-75000,Medium Income,M,0,FALSE,0,"Bachelors ",Professional,Educated,1,4,TRUE
2852,1095.50,2004-05-25 00:00:00.000,1964-05-22 00:00:00.000,56-65,M,50001-75000,Medium Income,F,4,TRUE,2,"Bachelors ",Skilled Manual,Educated,1,2,TRUE
2853,1694.9825,2002-12-10 00:00:00.000,1974-03-03 00:00:00.000,46-55,S,25001-50000,Low Income,F,0,FALSE,0,High School,Skilled Manual,Least Educated,0,2,TRUE
2854,307.8636,2003-05-12 00:00:00.000,1963-06-15 00:00:00.000,56-65,S,50001-75000,Medium Income,M,0,FALSE,0,"Bachelors ",Professional,Educated,1,2,TRUE
2855,4.00,2004-03-01 00:00:00.000,1974-08-23 00:00:00.000,46-55,M,25001-50000,Low Income,F,0,FALSE,0,Partial College,Skilled Manual,Least Educated,1,1,TRUE
2856,24.99,2003-10-18 00:00:00.000,1971-06-08 00:00:00.000,46-55,S,50001-75000,Medium Income,F,1,TRUE,0,Graduate Degree,Professional,"Highly Educated ",1,0,FALSE
2857,3121.83,2001-07-26 00:00:00.000,1946-04-03 00:00:00.000,66+,S,25001-50000,Low Income,M,2,TRUE,0,Partial College,Clerical,Least Educated,0,2,TRUE
2858,5.00,2003-08-28 00:00:00.000,1959-01-22 00:00:00.000,56-65,M,50001-75000,Medium Income,F,1,TRUE,0,Partial College,Skilled Manual,Least Educated,1,1,TRUE
2859,2.70,2003-10-28 00:00:00.000,1962-12-03 00:00:00.000,56-65,S,75001-100000,High Income,F,5,TRUE,4,Partial College,Professional,Least Educated,1,2,TRUE
2860,789.4925,2002-10-04 00:00:00.000,1976-08-17 00:00:00.000,46-55,S,25001-50000,Low Income,F,0,FALSE,0,Partial College,Skilled Manual,Least Educated,0,1,TRUE
